DATE (MM/DD/YYYY),TOT Global Horizontal [kW-hr/m^2],MAX Global Horizontal [W/m^2]
11/11/2015,4.2401,655.6200
11/12/2015,4.2665,668.5050
11/13/2015,4.1497,649.1620
11/14/2015,4.0220,627.1060
11/15/2015,2.4797,782.9480
11/16/2015,4.0145,634.1060
11/17/2015,3.9353,620.4280
11/18/2015,3.8825,616.8250
11/19/2015,3.9205,618.1320
11/20/2015,3.8276,604.5200
11/21/2015,3.7611,600.8400
11/22/2015,3.8410,610.4790
11/23/2015,3.7283,591.6570
11/24/2015,3.1633,712.6830
11/25/2015,3.7128,602.0150
11/26/2015,3.7508,737.6180
11/27/2015,3.5467,585.2570
11/28/2015,3.5989,682.0750
11/29/2015,3.6845,595.7710
11/30/2015,3.4876,690.6510
12/1/2015,3.5596,587.8320
12/2/2015,3.5442,592.9810
12/3/2015,2.9240,698.5700
12/4/2015,2.4066,571.1400
12/5/2015,3.3739,685.8710
12/6/2015,3.0446,685.3520
12/7/2015,3.1092,637.0740
12/8/2015,3.1918,553.2470
12/9/2015,2.5748,646.1360
12/10/2015,2.5597,752.1580
12/11/2015,3.2030,680.8780
12/12/2015,3.4612,568.5610
12/13/2015,3.0437,564.4440
12/14/2015,3.4798,581.6360
12/15/2015,3.4782,568.6830
12/16/2015,3.4397,574.4320
12/17/2015,3.3023,549.2850
12/18/2015,3.4232,567.2180
12/19/2015,2.9888,582.8130
12/20/2015,2.7446,644.3900
12/21/2015,2.7152,587.0780
12/22/2015,0.9239,299.2180
12/23/2015,3.3039,556.4280
12/24/2015,2.8625,626.6400
12/25/2015,3.4945,576.8710
12/26/2015,3.5714,589.4740
12/27/2015,2.9980,709.0440
12/28/2015,2.5408,716.3020
12/29/2015,3.4221,564.1520
12/30/2015,3.3707,557.9860
12/31/2015,3.4171,572.8300
1/1/2016,3.4243,582.1870
1/2/2016,2.8364,719.0650
1/3/2016,2.5390,774.8720
1/4/2016,2.9874,694.0240
1/5/2016,0.6994,554.2610
1/6/2016,0.6655,656.6060
1/7/2016,3.4082,680.4920
1/8/2016,3.4634,575.2190
1/9/2016,1.8138,512.2050
1/10/2016,1.7975,751.6690
1/11/2016,2.5629,569.7980
1/12/2016,3.7750,612.4920
1/13/2016,2.9031,635.3000
1/14/2016,3.1329,670.4990
1/15/2016,2.4239,724.8290
1/16/2016,2.8237,614.0660
1/17/2016,3.2282,706.7210
1/18/2016,2.1895,715.0240
1/19/2016,1.8373,681.0590
1/20/2016,2.9314,667.5630
1/21/2016,3.4505,695.9850
1/22/2016,2.6982,703.2130
1/23/2016,1.6700,499.2090
1/24/2016,3.8372,619.8130
1/25/2016,3.9703,635.7730
1/26/2016,4.1048,647.1600
1/27/2016,2.5990,741.6810
1/28/2016,3.9897,646.0920
1/29/2016,3.7325,694.3860
1/30/2016,2.0872,669.8850
1/31/2016,1.5968,811.8710
2/1/2016,4.2750,669.2970
2/2/2016,4.2915,664.7150
2/3/2016,4.2463,660.4610
2/4/2016,4.3752,679.3470
2/5/2016,4.4492,684.1310
2/6/2016,4.5324,692.4170
2/7/2016,4.5799,696.3690
2/8/2016,4.5650,694.8970
2/9/2016,4.6925,711.4550
2/10/2016,4.6746,716.3250
2/11/2016,4.6943,705.7630
2/12/2016,4.6641,722.1300
2/13/2016,3.8478,805.6300
2/14/2016,4.6341,767.9610
2/15/2016,4.8082,717.7760
2/16/2016,4.9672,738.0010
2/17/2016,2.1730,880.7980
2/18/2016,4.4990,786.8120
2/19/2016,4.9906,749.8310
2/20/2016,4.9294,759.9650
2/21/2016,5.1337,754.7850
2/22/2016,5.2127,776.3890
2/23/2016,4.7786,899.8220
2/24/2016,5.3509,782.0280
2/25/2016,5.3382,777.1830
2/26/2016,5.0133,819.6120
2/27/2016,4.7496,923.7980
2/28/2016,4.3158,908.9930
2/29/2016,3.6645,936.8380
3/1/2016,4.9018,816.8470
3/2/2016,3.7995,856.9190
3/3/2016,4.4868,855.4400
3/4/2016,3.5931,920.3940
3/5/2016,1.4651,388.8120
3/6/2016,5.6158,817.1660
3/7/2016,4.3275,882.0740
3/8/2016,5.9059,833.9240
3/9/2016,5.6009,830.1490
3/10/2016,5.3713,969.3550
3/11/2016,2.8117,935.9410
3/12/2016,5.9245,830.8000
3/13/2016,5.5136,1012.9900
3/14/2016,5.4799,988.9800
3/15/2016,6.0198,838.5150
3/16/2016,6.1495,849.5480
3/17/2016,6.0727,840.6440
3/18/2016,5.9162,868.8040
3/19/2016,4.8012,1050.7800
3/20/2016,3.9512,856.9290
3/21/2016,4.6113,962.0700
3/22/2016,6.4056,908.7930
3/23/2016,6.7286,909.4800
3/24/2016,6.6302,896.7260
3/25/2016,6.5615,992.4510
3/26/2016,6.4970,882.3560
3/27/2016,5.5786,926.8090
3/28/2016,5.4043,1191.0600
3/29/2016,6.9243,912.8950
3/30/2016,6.5484,908.2990
3/31/2016,6.7868,904.5540
4/1/2016,6.6810,892.0130
4/2/2016,6.7582,901.6130
4/3/2016,6.3980,1090.7200
4/4/2016,6.9328,924.3930
4/5/2016,6.8931,967.6220
4/6/2016,5.0437,971.2130
4/7/2016,1.8772,410.1420
4/8/2016,1.5873,311.6260
4/9/2016,2.3563,607.6820
4/10/2016,6.4720,1145.0500
4/11/2016,6.5748,951.6480
4/12/2016,7.1122,927.9230
4/13/2016,6.1947,927.8230
4/14/2016,6.9223,987.6300
4/15/2016,7.5112,991.0110
4/16/2016,7.6880,984.1200
4/17/2016,7.6088,975.6450
4/18/2016,7.5664,968.7220
4/19/2016,7.3705,982.7530
4/20/2016,7.6274,1001.9800
4/21/2016,7.5388,1018.3000
4/22/2016,7.1058,1093.4000
4/23/2016,7.7137,998.7270
4/24/2016,6.4214,1000.2200
4/25/2016,7.6841,975.5470
4/26/2016,7.2043,1014.9100
4/27/2016,7.4225,961.1520
4/28/2016,7.5213,963.1810
4/29/2016,6.5230,1106.4400
4/30/2016,7.2435,950.9730
5/1/2016,7.1622,1018.5400
5/2/2016,7.3945,1000.9000
5/3/2016,6.8056,1037.2000
5/4/2016,4.8567,1273.0000
5/5/2016,-99999,-99999
