Time,Vcc
1.389294322,2.102
1.389394162,2.102
1.389494002,2.107
1.389593842,2.107
1.389693682,2.112
1.389793522,2.112
1.389893362,2.112
1.389993202,2.117
1.390093042,2.117
1.390192882,2.122
1.390292722,2.122
1.390392562,2.127
1.390492402,2.127
1.390592242,2.132
1.390692082,2.132
1.390791922,2.132
1.390891762,2.137
1.390991602,2.143
1.391091442,2.143
1.391191282,2.143
1.391291122,2.148
1.391390962,2.148
1.391490802,2.153
1.391590642,2.153
1.391690482,2.158
1.391790322,2.158
1.391890162,2.158
1.391990002,2.163
1.392089842,2.163
1.392189682,2.168
1.392289522,2.168
1.392389362,2.168
1.392489202,2.173
1.392589042,2.173
1.392688882,2.173
1.392788722,2.178
1.392888562,2.178
1.392988402,2.178
1.393088242,2.183
1.393188082,2.183
1.393287922,2.189
1.393387762,2.189
1.393487602,2.194
1.393587442,2.194
1.393687282,2.189
1.393787122,2.189
1.393886962,2.178
1.393986802,2.173
1.394086642,2.168
1.394186482,2.163
1.394286322,2.153
1.394386162,2.148
1.394486002,2.143
1.394585842,2.137
1.394685682,2.132
1.394785522,2.122
1.394885362,2.117
1.394985202,2.112
1.395085042,2.107
1.395184882,2.102
1.395284722,2.091
1.395384562,2.086
1.395484402,2.081
1.395584242,2.076
1.395684082,2.066
1.395783922,2.061
1.395883762,2.056
1.395983602,2.056
1.396083442,2.050
1.396183282,2.045
1.396283122,2.045
1.396382962,2.045
1.396482802,2.050
1.396582642,2.056
1.396682482,2.056
1.396782322,2.056
1.396882162,2.061
1.396982002,2.066
1.397081842,2.066
1.397181682,2.066
1.397281522,2.071
1.397381362,2.076
1.397481202,2.076
1.397581042,2.081
1.397680882,2.081
1.397780722,2.081
1.397880562,2.086
1.397980402,2.086
1.398080242,2.091
1.398180082,2.091
1.398279922,2.096
1.398379762,2.096
1.398479602,2.102
1.398579442,2.102
1.398679282,2.107
1.398779122,2.107
1.398878962,2.112
1.398978802,2.112
1.399078642,2.112
1.399178482,2.117
1.399278322,2.122
1.399378162,2.122
1.399478002,2.122
1.399577842,2.127
1.399677682,2.127
1.399777522,2.132
1.399877362,2.132
1.399977202,2.137
1.400077042,2.137
1.400176882,2.137
1.400276722,2.143
1.400376562,2.143
1.400476402,2.148
1.400576242,2.148
1.400676082,2.153
1.400775922,2.153
1.400875762,2.153
1.400975602,2.158
1.401075442,2.158
1.401175282,2.163
1.401275122,2.163
1.401374962,2.168
1.401474802,2.168
1.401574642,2.168
1.401674482,2.173
1.401774322,2.173
1.401874162,2.173
1.401974002,2.178
1.402073842,2.178
1.402173682,2.183
1.402273522,2.183
1.402373362,2.183
1.402473202,2.189
1.402573042,2.189
1.402672882,2.194
1.402772722,2.194
1.402872562,2.189
1.402972402,2.183
1.403072242,2.178
1.403172082,2.173
1.403271922,2.168
1.403371762,2.163
1.403471602,2.153
1.403571442,2.148
1.403671282,2.143
1.403771122,2.137
1.403870962,2.132
1.403970802,2.122
1.404070642,2.117
1.404170482,2.112
1.404270322,2.107
1.404370162,2.096
1.404470002,2.091
1.404569842,2.086
1.404669682,2.081
1.404769522,2.076
1.404869362,2.066
1.404969202,2.061
1.405069042,2.056
1.405168882,2.056
1.405268722,2.050
1.405368562,2.045
1.405468402,2.045
1.405568242,2.045
1.405668082,2.050
1.405767922,2.050
1.405867762,2.056
1.405967602,2.056
1.406067442,2.061
1.406167282,2.066
1.406267122,2.066
1.406366962,2.066
1.406466802,2.071
1.406566642,2.071
1.406666482,2.076
1.406766322,2.081
1.406866162,2.081
1.406966002,2.081
1.407065842,2.086
1.407165682,2.086
1.407265522,2.091
1.407365362,2.091
1.407465202,2.096
1.407565042,2.096
1.407664882,2.102
1.407764722,2.102
1.407864562,2.107
1.407964402,2.107
1.408064242,2.107
1.408164082,2.112
1.408263922,2.112
1.408363762,2.117
1.408463602,2.117
1.408563442,2.122
1.408663282,2.122
1.408763122,2.127
1.408862962,2.127
1.408962802,2.127
1.409062642,2.132
1.409162482,2.132
1.409262322,2.137
1.409362162,2.137
1.409462002,2.143
1.409561842,2.143
1.409661682,2.148
1.409761522,2.148
1.409861362,2.153
1.409961202,2.153
1.410061042,2.153
1.410160882,2.158
1.410260722,2.158
1.410360562,2.163
1.410460402,2.163
1.410560242,2.163
1.410660082,2.168
1.410759922,2.168
1.410859762,2.168
1.410959602,2.173
1.411059442,2.173
1.411159282,2.178
1.411259122,2.178
1.411358962,2.178
1.411458802,2.183
1.411558642,2.183
1.411658482,2.183
1.411758322,2.189
1.411858162,2.189
1.411958002,2.194
1.412057842,2.194
1.412157682,2.189
1.412257522,2.183
1.412357362,2.173
1.412457202,2.168
1.412557042,2.163
1.412656882,2.158
1.412756722,2.153
1.412856562,2.148
1.412956402,2.137
1.413056242,2.132
1.413156082,2.127
1.413255922,2.122
1.413355762,2.112
1.413455602,2.107
1.413555442,2.102
1.413655282,2.096
1.413755122,2.091
1.413854962,2.086
1.413954802,2.081
1.414054642,2.071
1.414154482,2.061
1.414254322,2.061
1.414354162,2.056
1.414454002,2.050
1.414553842,2.045
1.414653682,2.045
1.414753522,2.045
1.414853362,2.050
1.414953202,2.050
1.415053042,2.056
1.415152882,2.056
1.415252722,2.061
1.415352562,2.061
1.415452402,2.066
1.415552242,2.066
1.415652082,2.071
1.415751922,2.071
1.415851762,2.076
1.415951602,2.076
1.416051442,2.081
1.416151282,2.081
1.416251122,2.081
1.416350962,2.086
1.416450802,2.091
1.416550642,2.091
1.416650482,2.091
1.416750322,2.096
1.416850162,2.096
1.416950002,2.102
1.417049842,2.102
1.417149682,2.107
1.417249522,2.107
1.417349362,2.112
1.417449202,2.112
1.417549042,2.117
1.417648882,2.117
1.417748722,2.122
1.417848562,2.122
1.417948402,2.122
1.418048242,2.127
1.418148082,2.127
1.418247922,2.132
1.418347762,2.132
1.418447602,2.132
1.418547442,2.137
1.418647282,2.137
1.418747122,2.143
1.418846962,2.143
1.418946802,2.148
1.419046642,2.148
1.419146482,2.153
1.419246322,2.153
1.419346162,2.153
1.419446002,2.158
1.419545842,2.158
1.419645682,2.163
1.419745522,2.163
1.419845362,2.168
1.419945202,2.168
1.420045042,2.168
1.420144882,2.173
1.420244722,2.173
1.420344562,2.173
1.420444402,2.178
1.420544242,2.178
1.420644082,2.183
1.420743922,2.183
1.420843762,2.183
1.420943602,2.189
1.421043442,2.189
1.421143282,2.189
1.421243122,2.194
1.421342962,2.194
1.421442802,2.189
1.421542642,2.178
1.421642482,2.173
1.421742322,2.168
1.421842162,2.163
1.421942002,2.158
1.422041842,2.148
1.422141682,2.143
1.422241522,2.137
1.422341362,2.132
1.422441202,2.122
1.422541042,2.117
1.422640882,2.112
1.422740722,2.107
1.422840562,2.102
1.422940402,2.096
1.423040242,2.086
1.423140082,2.081
1.423239922,2.076
1.423339762,2.066
1.423439602,2.061
1.423539442,2.056
1.423639282,2.056
1.423739122,2.050
1.423838962,2.045
1.423938802,2.040
1.424038642,2.045
1.424138482,2.050
1.424238322,2.050
1.424338162,2.056
1.424438002,2.056
1.424537842,2.061
1.424637682,2.061
1.424737522,2.066
1.424837362,2.066
1.424937202,2.071
1.425037042,2.071
1.425136882,2.076
1.425236722,2.076
1.425336562,2.081
1.425436402,2.081
1.425536242,2.086
1.425636082,2.086
1.425735922,2.091
1.425835762,2.091
1.425935602,2.091
1.426035442,2.096
1.426135282,2.096
1.426235122,2.102
1.426334962,2.102
1.426434802,2.107
1.426534642,2.107
1.426634482,2.112
1.426734322,2.112
1.426834162,2.117
1.426934002,2.117
1.427033842,2.122
1.427133682,2.122
1.427233522,2.122
1.427333362,2.127
1.427433202,2.127
1.427533042,2.132
1.427632882,2.132
1.427732722,2.132
1.427832562,2.137
1.427932402,2.143
1.428032242,2.143
1.428132082,2.143
1.428231922,2.148
1.428331762,2.148
1.428431602,2.153
1.428531442,2.153
1.428631282,2.153
1.428731122,2.158
1.428830962,2.158
1.428930802,2.163
1.429030642,2.163
1.429130482,2.168
1.429230322,2.168
1.429330162,2.168
1.429430002,2.168
1.429529842,2.173
1.429629682,2.173
1.429729522,2.178
1.429829362,2.178
1.429929202,2.178
1.430029042,2.183
1.430128882,2.183
1.430228722,2.183
1.430328562,2.189
1.430428402,2.189
1.430528242,2.194
1.430628082,2.194
1.430727922,2.189
1.430827762,2.178
1.430927602,2.173
1.431027442,2.168
1.431127282,2.163
1.431227122,2.153
1.431326962,2.148
1.431426802,2.143
1.431526642,2.137
1.431626482,2.132
1.431726322,2.122
1.431826162,2.117
1.431926002,2.112
1.432025842,2.107
1.432125682,2.102
1.432225522,2.091
1.432325362,2.086
1.432425202,2.081
1.432525042,2.076
1.432624882,2.066
1.432724722,2.061
1.432824562,2.056
1.432924402,2.056
1.433024242,2.050
1.433124082,2.045
1.433223922,2.040
1.433323762,2.045
1.433423602,2.050
1.433523442,2.050
1.433623282,2.050
1.433723122,2.056
1.433822962,2.061
1.433922802,2.061
1.434022642,2.061
1.434122482,2.066
1.434222322,2.071
1.434322162,2.071
1.434422002,2.076
1.434521842,2.076
1.434621682,2.076
1.434721522,2.081
1.434821362,2.081
1.434921202,2.086
1.435021042,2.086
1.435120882,2.091
1.435220722,2.091
1.435320562,2.096
1.435420402,2.096
1.435520242,2.102
1.435620082,2.102
1.435719922,2.107
1.435819762,2.107
1.435919602,2.107
1.436019442,2.112
1.436119282,2.112
1.436219122,2.117
1.436318962,2.117
1.436418802,2.122
1.436518642,2.122
1.436618482,2.122
1.436718322,2.127
1.436818162,2.127
1.436918002,2.132
1.437017842,2.137
1.437117682,2.137
1.437217522,2.137
1.437317362,2.143
1.437417202,2.143
1.437517042,2.148
1.437616882,2.148
1.437716722,2.148
1.437816562,2.153
1.437916402,2.153
1.438016242,2.158
1.438116082,2.158
1.438215922,2.163
1.438315762,2.163
1.438415602,2.163
1.438515442,2.168
1.438615282,2.168
1.438715122,2.173
1.438814962,2.173
1.438914802,2.173
1.439014642,2.173
1.439114482,2.178
1.439214322,2.178
1.439314162,2.183
1.439414002,2.183
1.439513842,2.183
1.439613682,2.189
1.439713522,2.194
1.439813362,2.194
1.439913202,2.194
1.440013042,2.189
1.440112882,2.178
1.440212722,2.173
1.440312562,2.168
1.440412402,2.163
1.440512242,2.158
1.440612082,2.153
1.440711922,2.143
1.440811762,2.137
1.440911602,2.132
1.441011442,2.127
1.441111282,2.122
1.441211122,2.112
1.441310962,2.107
1.441410802,2.102
1.441510642,2.096
1.441610482,2.086
1.441710322,2.081
1.441810162,2.076
1.441910002,2.066
1.442009842,2.061
1.442109682,2.056
1.442209522,2.056
1.442309362,2.050
1.442409202,2.045
1.442509042,2.040
1.442608882,2.045
1.442708722,2.045
1.442808562,2.050
1.442908402,2.050
1.443008242,2.056
1.443108082,2.061
1.443207922,2.061
1.443307762,2.061
1.443407602,2.066
1.443507442,2.071
1.443607282,2.071
1.443707122,2.071
1.443806962,2.076
1.443906802,2.076
1.444006642,2.081
1.444106482,2.081
1.444206322,2.086
1.444306162,2.086
1.444406002,2.091
1.444505842,2.091
1.444605682,2.091
1.444705522,2.096
1.444805362,2.096
1.444905202,2.102
1.445005042,2.102
1.445104882,2.107
1.445204722,2.107
1.445304562,2.112
1.445404402,2.112
1.445504242,2.117
1.445604082,2.117
1.445703922,2.117
1.445803762,2.122
1.445903602,2.122
1.446003442,2.127
1.446103282,2.127
1.446203122,2.132
1.446302962,2.132
1.446402802,2.137
1.446502642,2.137
1.446602482,2.137
1.446702322,2.143
1.446802162,2.148
1.446902002,2.148
1.447001842,2.148
1.447101682,2.153
1.447201522,2.153
1.447301362,2.153
1.447401202,2.158
1.447501042,2.163
1.447600882,2.163
1.447700722,2.163
1.447800562,2.168
1.447900402,2.168
1.448000242,2.168
1.448100082,2.173
1.448199922,2.173
1.448299762,2.173
1.448399602,2.178
1.448499442,2.178
1.448599282,2.183
1.448699122,2.183
1.448798962,2.183
1.448898802,2.189
1.448998642,2.189
1.449098482,2.194
1.449198322,2.194
1.449298162,2.189
1.449398002,2.183
1.449497842,2.178
1.449597682,2.173
1.449697522,2.168
1.449797362,2.158
1.449897202,2.153
1.449997042,2.148
1.450096882,2.143
1.450196722,2.137
1.450296562,2.127
1.450396402,2.122
1.450496242,2.117
1.450596082,2.112
1.450695922,2.107
1.450795762,2.096
1.450895602,2.091
1.450995442,2.086
1.451095282,2.076
1.451195122,2.071
1.451294962,2.066
1.451394802,2.061
1.451494642,2.056
1.451594482,2.056
1.451694322,2.050
1.451794162,2.045
1.451894002,2.045
1.451993842,2.045
1.452093682,2.050
1.452193522,2.050
1.452293362,2.056
1.452393202,2.056
1.452493042,2.061
1.452592882,2.061
1.452692722,2.066
1.452792562,2.066
1.452892402,2.071
1.452992242,2.071
1.453092082,2.076
1.453191922,2.076
1.453291762,2.076
1.453391602,2.081
1.453491442,2.086
1.453591282,2.086
1.453691122,2.086
1.453790962,2.091
1.453890802,2.091
1.453990642,2.096
1.454090482,2.096
1.454190322,2.102
1.454290162,2.102
1.454390002,2.107
1.454489842,2.107
1.454589682,2.112
1.454689522,2.112
1.454789362,2.117
1.454889202,2.117
1.454989042,2.117
1.455088882,2.122
1.455188722,2.122
1.455288562,2.127
1.455388402,2.127
1.455488242,2.132
1.455588082,2.132
1.455687922,2.132
1.455787762,2.137
1.455887602,2.137
1.455987442,2.143
1.456087282,2.143
1.456187122,2.148
1.456286962,2.148
1.456386802,2.153
1.456486642,2.153
1.456586482,2.153
1.456686322,2.158
1.456786162,2.158
1.456886002,2.163
1.456985842,2.163
1.457085682,2.168
1.457185522,2.168
1.457285362,2.168
1.457385202,2.168
1.457485042,2.173
1.457584882,2.173
1.457684722,2.178
1.457784562,2.178
1.457884402,2.178
1.457984242,2.183
1.458084082,2.183
1.458183922,2.189
1.458283762,2.189
1.458383602,2.194
1.458483442,2.194
1.458583282,2.194
1.458683122,2.189
1.458782962,2.178
1.458882802,2.173
1.458982642,2.168
1.459082482,2.163
1.459182322,2.153
1.459282162,2.148
1.459382002,2.143
1.459481842,2.137
1.459581682,2.132
1.459681522,2.122
1.459781362,2.117
1.459881202,2.112
1.459981042,2.107
1.460080882,2.096
1.460180722,2.091
1.460280562,2.086
1.460380402,2.081
1.460480242,2.076
1.460580082,2.066
1.460679922,2.061
1.460779762,2.056
1.460879602,2.050
1.460979442,2.050
1.461079282,2.045
1.461179122,2.040
1.461278962,2.045
1.461378802,2.050
1.461478642,2.050
1.461578482,2.056
1.461678322,2.056
1.461778162,2.061
1.461878002,2.061
1.461977842,2.061
1.462077682,2.066
1.462177522,2.071
1.462277362,2.071
1.462377202,2.076
1.462477042,2.076
1.462576882,2.081
1.462676722,2.081
1.462776562,2.081
1.462876402,2.086
1.462976242,2.086
1.463076082,2.091
1.463175922,2.091
1.463275762,2.096
1.463375602,2.096
1.463475442,2.102
1.463575282,2.102
1.463675122,2.107
1.463774962,2.107
1.463874802,2.112
1.463974642,2.112
1.464074482,2.112
1.464174322,2.117
1.464274162,2.117
1.464374002,2.122
1.464473842,2.122
1.464573682,2.127
1.464673522,2.127
1.464773362,2.132
1.464873202,2.132
1.464973042,2.132
1.465072882,2.137
1.465172722,2.137
1.465272562,2.137
1.465372402,2.143
1.465472242,2.148
1.465572082,2.148
1.465671922,2.148
1.465771762,2.153
1.465871602,2.153
1.465971442,2.158
1.466071282,2.158
1.466171122,2.163
1.466270962,2.163
1.466370802,2.163
1.466470642,2.168
1.466570482,2.168
1.466670322,2.168
1.466770162,2.173
1.466870002,2.173
1.466969842,2.173
1.467069682,2.178
1.467169522,2.178
1.467269362,2.183
1.467369202,2.183
1.467469042,2.189
1.467568882,2.189
1.467668722,2.189
1.467768562,2.194
1.467868402,2.194
1.467968242,2.189
1.468068082,2.183
1.468167922,2.178
1.468267762,2.168
1.468367602,2.168
1.468467442,2.158
1.468567282,2.153
1.468667122,2.148
1.468766962,2.137
1.468866802,2.132
1.468966642,2.127
1.469066482,2.122
1.469166322,2.117
1.469266162,2.107
1.469366002,2.102
1.469465842,2.096
1.469565682,2.091
1.469665522,2.086
1.469765362,2.081
1.469865202,2.071
1.469965042,2.061
1.470064882,2.061
1.470164722,2.056
1.470264562,2.056
1.470364402,2.045
1.470464242,2.045
1.470564082,2.045
1.470663922,2.045
1.470763762,2.050
1.470863602,2.050
1.470963442,2.056
1.471063282,2.056
1.471163122,2.061
1.471262962,2.061
1.471362802,2.066
1.471462642,2.066
1.471562482,2.071
1.471662322,2.071
1.471762162,2.076
1.471862002,2.076
1.471961842,2.081
1.472061682,2.081
1.472161522,2.086
1.472261362,2.086
1.472361202,2.091
1.472461042,2.091
1.472560882,2.096
1.472660722,2.096
1.472760562,2.096
1.472860402,2.102
1.472960242,2.102
1.473060082,2.107
1.473159922,2.107
1.473259762,2.112
1.473359602,2.112
1.473459442,2.117
1.473559282,2.117
1.473659122,2.117
1.473758962,2.122
1.473858802,2.122
1.473958642,2.127
1.474058482,2.127
1.474158322,2.132
1.474258162,2.132
1.474358002,2.137
1.474457842,2.137
1.474557682,2.137
1.474657522,2.143
1.474757362,2.143
1.474857202,2.148
1.474957042,2.148
1.475056882,2.153
1.475156722,2.153
1.475256562,2.153
1.475356402,2.158
1.475456242,2.158
1.475556082,2.163
1.475655922,2.163
1.475755762,2.168
1.475855602,2.168
1.475955442,2.168
1.476055282,2.173
1.476155122,2.173
1.476254962,2.173
1.476354802,2.178
1.476454642,2.178
1.476554482,2.178
1.476654322,2.183
1.476754162,2.183
1.476854002,2.189
1.476953842,2.189
1.477053682,2.194
1.477153522,2.194
1.477253362,2.189
1.477353202,2.189
1.477453042,2.178
1.477552882,2.173
1.477652722,2.168
1.477752562,2.163
1.477852402,2.153
1.477952242,2.148
1.478052082,2.143
1.478151922,2.137
1.478251762,2.127
1.478351602,2.122
1.478451442,2.117
1.478551282,2.107
1.478651122,2.107
1.478750962,2.096
1.478850802,2.091
1.478950642,2.086
1.479050482,2.081
1.479150322,2.076
1.479250162,2.066
1.479350002,2.061
1.479449842,2.056
1.479549682,2.056
1.479649522,2.050
1.479749362,2.045
1.479849202,2.040
1.479949042,2.045
1.480048882,2.050
1.480148722,2.050
1.480248562,2.056
1.480348402,2.056
1.480448242,2.061
1.480548082,2.061
1.480647922,2.066
1.480747762,2.066
1.480847602,2.066
1.480947442,2.071
1.481047282,2.076
1.481147122,2.076
1.481246962,2.081
1.481346802,2.081
1.481446642,2.086
1.481546482,2.086
1.481646322,2.086
1.481746162,2.091
1.481846002,2.091
1.481945842,2.096
1.482045682,2.096
1.482145522,2.102
1.482245362,2.102
1.482345202,2.107
1.482445042,2.107
1.482544882,2.112
1.482644722,2.112
1.482744562,2.117
1.482844402,2.117
1.482944242,2.122
1.483044082,2.122
1.483143922,2.122
1.483243762,2.127
1.483343602,2.127
1.483443442,2.132
1.483543282,2.132
1.483643122,2.137
1.483742962,2.137
1.483842802,2.137
1.483942642,2.143
1.484042482,2.143
1.484142322,2.148
1.484242162,2.148
1.484342002,2.148
1.484441842,2.153
1.484541682,2.158
1.484641522,2.158
1.484741362,2.158
1.484841202,2.163
1.484941042,2.163
1.485040882,2.168
1.485140722,2.168
1.485240562,2.168
1.485340402,2.173
1.485440242,2.173
1.485540082,2.173
1.485639922,2.178
1.485739762,2.178
1.485839602,2.178
1.485939442,2.183
1.486039282,2.183
1.486139122,2.189
1.486238962,2.189
1.486338802,2.189
1.486438642,2.194
1.486538482,2.194
1.486638322,2.189
1.486738162,2.178
1.486838002,2.173
1.486937842,2.168
1.487037682,2.163
1.487137522,2.158
1.487237362,2.148
1.487337202,2.143
1.487437042,2.137
1.487536882,2.132
1.487636722,2.122
1.487736562,2.117
1.487836402,2.112
1.487936242,2.107
1.488036082,2.102
1.488135922,2.091
1.488235762,2.086
1.488335602,2.081
1.488435442,2.076
1.488535282,2.066
1.488635122,2.061
1.488734962,2.056
1.488834802,2.056
1.488934642,2.050
1.489034482,2.045
1.489134322,2.040
1.489234162,2.045
1.489334002,2.050
1.489433842,2.050
1.489533682,2.056
1.489633522,2.056
1.489733362,2.061
1.489833202,2.061
1.489933042,2.066
1.490032882,2.066
1.490132722,2.071
1.490232562,2.071
1.490332402,2.076
1.490432242,2.076
1.490532082,2.081
1.490631922,2.081
1.490731762,2.086
1.490831602,2.086
1.490931442,2.086
1.491031282,2.091
1.491131122,2.091
1.491230962,2.096
1.491330802,2.096
1.491430642,2.102
1.491530482,2.102
1.491630322,2.107
1.491730162,2.107
1.491830002,2.112
1.491929842,2.112
1.492029682,2.112
1.492129522,2.117
1.492229362,2.117
1.492329202,2.122
1.492429042,2.122
1.492528882,2.127
1.492628722,2.127
1.492728562,2.132
1.492828402,2.132
1.492928242,2.132
1.493028082,2.137
1.493127922,2.137
1.493227762,2.143
1.493327602,2.143
1.493427442,2.148
1.493527282,2.148
1.493627122,2.148
1.493726962,2.153
1.493826802,2.153
1.493926642,2.158
1.494026482,2.158
1.494126322,2.163
1.494226162,2.163
1.494326002,2.168
1.494425842,2.168
1.494525682,2.168
1.494625522,2.168
1.494725362,2.173
1.494825202,2.173
1.494925042,2.178
1.495024882,2.178
1.495124722,2.178
1.495224562,2.183
1.495324402,2.183
1.495424242,2.183
1.495524082,2.189
1.495623922,2.194
1.495723762,2.194
1.495823602,2.194
1.495923442,2.189
1.496023282,2.178
1.496123122,2.173
1.496222962,2.168
1.496322802,2.163
1.496422642,2.158
1.496522482,2.153
1.496622322,2.143
1.496722162,2.137
1.496822002,2.132
1.496921842,2.127
1.497021682,2.117
1.497121522,2.112
1.497221362,2.107
1.497321202,2.102
1.497421042,2.096
1.497520882,2.091
1.497620722,2.086
1.497720562,2.076
1.497820402,2.066
1.497920242,2.061
1.498020082,2.056
1.498119922,2.056
1.498219762,2.050
1.498319602,2.045
1.498419442,2.040
1.498519282,2.045
1.498619122,2.045
1.498718962,2.050
1.498818802,2.056
1.498918642,2.056
1.499018482,2.061
1.499118322,2.061
1.499218162,2.066
1.499318002,2.066
1.499417842,2.071
1.499517682,2.071
1.499617522,2.076
1.499717362,2.076
1.499817202,2.081
